age,annual_income,loan_amount,credit_score,employment_type,existing_loans,loan_term_months,missed_payments_last_year,defaulted
29,1175303.0,609314.0,409,Salaried,0,48,2,1
29,376927.0,708405.0,616,Business,0,60,0,1
44,219917.0,335807.0,379,Business,0,36,2,1
56,767703.0,573414.0,648,Salaried,2,12,1,0
32,469871.0,353807.0,620,Salaried,3,60,1,0
25,1068824.0,380996.0,854,Self-Employed,0,60,0,1
41,479164.0,586187.0,790,Salaried,0,48,0,1
44,650108.0,381426.0,426,Salaried,0,24,0,0
58,500052.0,247331.0,375,Self-Employed,0,12,0,0
50,388948.0,499646.0,746,Self-Employed,1,24,0,1
46,971455.0,535989.0,439,Salaried,2,60,0,0
56,607194.0,706790.0,517,Salaried,1,60,0,1
48,456479.0,562099.0,640,Self-Employed,4,24,1,1
47,898923.0,393525.0,450,Self-Employed,0,24,0,0
40,682584.0,165066.0,570,Self-Employed,2,48,0,0
42,278995.0,562131.0,555,Salaried,1,24,1,1
54,949663.0,425786.0,329,Salaried,1,12,2,0
32,1021139.0,255894.0,808,Salaried,1,36,1,0
34,1048357.0,468340.0,370,Salaried,0,60,1,1
63,928724.0,362743.0,877,Self-Employed,0,48,0,0
54,627130.0,420463.0,302,Self-Employed,0,12,0,0
50,876199.0,444382.0,800,Self-Employed,1,12,0,0
55,728715.0,395394.0,868,Business,3,36,1,0
53,484801.0,514322.0,610,Salaried,0,12,0,1
35,738616.0,448659.0,760,Self-Employed,0,24,0,0
31,718764.0,321697.0,815,Business,2,48,1,0
51,1098633.0,494448.0,518,Business,0,24,0,0
44,685803.0,62187.0,554,Salaried,1,60,1,0
49,340142.0,277130.0,592,Salaried,2,12,1,1
25,756853.0,614807.0,450,Business,0,24,0,1
52,307601.0,390461.0,893,Self-Employed,1,24,1,0
33,508527.0,276598.0,899,Salaried,3,36,2,1
61,819040.0,291104.0,869,Self-Employed,1,48,0,0
58,1144124.0,409040.0,629,Salaried,0,12,2,0
59,412773.0,528033.0,660,Salaried,2,36,1,1
56,751403.0,465543.0,727,Business,1,36,0,0
49,570705.0,295367.0,366,Self-Employed,0,12,0,0
46,1219454.0,376682.0,821,Self-Employed,0,12,0,0
45,637531.0,509994.0,550,Self-Employed,2,48,0,1
64,621784.0,314657.0,301,Salaried,0,24,2,0
59,753935.0,227138.0,762,Salaried,2,12,2,0
38,765775.0,589451.0,822,Self-Employed,1,12,1,0
62,500180.0,794464.0,518,Salaried,1,60,1,1
35,502641.0,50000.0,581,Salaried,2,24,0,0
28,468098.0,780642.0,764,Self-Employed,3,24,0,1
29,695758.0,654051.0,712,Salaried,1,60,0,0
25,547404.0,524364.0,672,Salaried,1,36,2,0
64,619060.0,368637.0,601,Salaried,1,48,0,0
62,856044.0,652722.0,600,Self-Employed,1,36,0,0
42,749042.0,623688.0,685,Salaried,0,60,2,1
64,997647.0,469730.0,391,Self-Employed,3,24,0,0
48,815510.0,572115.0,612,Salaried,0,36,0,0
28,958882.0,314591.0,480,Salaried,0,48,0,0
45,590010.0,469487.0,464,Business,0,48,2,1
52,842189.0,383120.0,681,Business,0,48,0,0
60,752174.0,712238.0,333,Salaried,1,48,0,1
63,566542.0,494748.0,336,Salaried,0,24,1,1
43,926749.0,657817.0,856,Business,2,12,0,0
32,550981.0,357705.0,541,Business,1,60,1,0
57,899062.0,50000.0,852,Salaried,1,60,0,0
62,755502.0,396587.0,754,Salaried,2,48,0,0
28,1281084.0,544805.0,314,Self-Employed,1,48,2,1
29,670748.0,353473.0,457,Business,1,36,4,0
27,703207.0,465040.0,553,Self-Employed,0,60,1,0
28,663184.0,98260.0,784,Salaried,2,36,0,0
25,1040882.0,226718.0,565,Salaried,5,48,0,1
59,1038605.0,554261.0,395,Salaried,0,60,0,0
64,537305.0,50000.0,472,Business,0,12,2,0
39,549476.0,50000.0,734,Salaried,1,48,0,0
46,554221.0,274647.0,838,Self-Employed,1,12,0,0
21,939307.0,244884.0,701,Salaried,1,60,1,0
32,914244.0,665251.0,712,Salaried,2,24,0,0
39,1022740.0,612876.0,520,Salaried,1,12,2,0
30,703373.0,655083.0,643,Business,0,24,0,1
52,618946.0,523059.0,547,Salaried,2,12,1,1
34,665194.0,229731.0,600,Salaried,0,48,0,0
50,451897.0,376104.0,390,Business,2,24,1,1
41,603245.0,544414.0,769,Salaried,2,48,1,1
39,432474.0,70465.0,876,Self-Employed,1,12,0,0
42,787843.0,733899.0,449,Salaried,0,12,3,1
54,629201.0,125355.0,829,Self-Employed,1,24,0,0
21,678337.0,566302.0,800,Self-Employed,0,48,0,1
25,426460.0,208607.0,767,Business,2,36,1,1
61,666657.0,370034.0,416,Salaried,2,48,0,0
43,619071.0,352449.0,522,Salaried,2,60,0,0
36,1078581.0,294138.0,487,Salaried,0,60,0,0
58,404754.0,382246.0,756,Self-Employed,1,60,1,0
52,419696.0,50000.0,880,Self-Employed,1,48,0,0
58,636843.0,808697.0,440,Business,1,12,1,1
38,437241.0,383363.0,680,Self-Employed,0,48,2,0
26,563617.0,658707.0,838,Business,2,36,1,1
33,462956.0,688126.0,801,Salaried,0,12,1,1
63,573555.0,373210.0,382,Salaried,0,60,0,0
41,383313.0,508638.0,775,Self-Employed,0,48,0,1
53,452539.0,238346.0,616,Self-Employed,2,60,0,0
58,1105957.0,50000.0,709,Self-Employed,1,24,1,0
61,1306242.0,505954.0,630,Business,2,24,0,0
54,879800.0,381995.0,808,Salaried,0,60,0,0
60,492788.0,386501.0,673,Salaried,0,48,0,1
31,530777.0,419706.0,707,Salaried,2,36,0,0
35,933894.0,404780.0,548,Salaried,0,24,0,0
21,845345.0,409789.0,573,Self-Employed,0,60,0,1
58,222585.0,271132.0,648,Self-Employed,0,48,0,1
27,606600.0,400484.0,440,Salaried,1,24,1,0
58,631792.0,647160.0,765,Salaried,0,60,0,1
54,632871.0,396546.0,585,Business,1,60,0,0
27,362644.0,564863.0,486,Self-Employed,0,48,0,1
50,491107.0,338601.0,468,Salaried,0,24,1,0
52,740173.0,581852.0,553,Self-Employed,2,48,0,0
27,357342.0,634131.0,526,Salaried,1,48,1,1
63,599426.0,222052.0,443,Self-Employed,1,24,0,0
24,487451.0,722730.0,308,Self-Employed,1,12,1,1
31,740443.0,312492.0,841,Salaried,0,48,0,0
55,1212666.0,485095.0,465,Salaried,0,24,0,0
28,404303.0,419563.0,307,Self-Employed,2,36,0,1
52,488321.0,96435.0,352,Salaried,3,24,0,0
52,780345.0,76211.0,362,Salaried,0,60,0,1
25,369414.0,79721.0,682,Self-Employed,0,24,1,0
58,380847.0,430008.0,899,Salaried,3,48,0,1
45,250529.0,159719.0,309,Self-Employed,0,12,0,0
43,381458.0,418367.0,326,Salaried,1,48,1,1
46,650619.0,50000.0,660,Business,1,12,1,0
43,676993.0,238524.0,327,Salaried,0,60,2,0
42,1019107.0,85705.0,476,Salaried,1,36,0,0
53,390468.0,102936.0,736,Self-Employed,0,60,0,0
27,557344.0,492401.0,333,Salaried,1,12,0,0
36,1195277.0,668219.0,842,Salaried,0,12,0,0
50,881043.0,446934.0,632,Salaried,0,48,0,0
29,715630.0,587858.0,546,Salaried,4,60,0,1
48,759989.0,323397.0,815,Salaried,1,24,0,0
40,565342.0,590931.0,675,Self-Employed,0,36,1,0
53,282603.0,95501.0,440,Self-Employed,0,36,1,0
31,319218.0,144256.0,586,Salaried,1,36,2,0
63,261415.0,483313.0,831,Salaried,1,60,0,0
35,674302.0,482959.0,524,Business,2,48,1,0
35,467909.0,357564.0,851,Salaried,2,48,2,0
53,924832.0,664536.0,520,Salaried,1,12,2,0
32,834654.0,640210.0,383,Business,0,12,1,0
24,647632.0,408525.0,313,Business,1,48,2,1
34,604537.0,248408.0,323,Business,0,24,3,0
26,601639.0,105842.0,636,Self-Employed,1,60,0,1
23,704287.0,81841.0,623,Business,2,36,0,0
49,1055766.0,489858.0,627,Self-Employed,3,24,2,0
57,959877.0,328358.0,811,Salaried,0,24,0,0
62,547085.0,217706.0,834,Salaried,1,24,1,0
22,276152.0,200346.0,747,Salaried,0,24,0,0
21,773694.0,541437.0,375,Salaried,4,12,1,0
28,841871.0,50000.0,739,Self-Employed,2,36,0,0
27,1042814.0,240681.0,683,Salaried,0,36,1,0
37,638894.0,746915.0,633,Salaried,0,60,2,1
36,631936.0,427176.0,677,Salaried,1,12,0,0
52,525066.0,149876.0,329,Salaried,1,12,1,1
39,779467.0,338914.0,668,Salaried,2,12,0,0
57,809122.0,189170.0,320,Salaried,3,60,1,0
53,656595.0,337063.0,506,Business,1,24,3,1
45,874235.0,543736.0,486,Salaried,0,48,0,0
23,617920.0,147640.0,514,Salaried,0,12,1,0
64,690146.0,468638.0,613,Self-Employed,3,48,2,0
57,574434.0,361682.0,750,Self-Employed,1,60,2,0
56,525382.0,615928.0,894,Self-Employed,2,60,0,1
61,512183.0,320446.0,434,Salaried,0,60,2,0
48,595818.0,386028.0,797,Salaried,1,60,1,0
61,621618.0,518136.0,880,Salaried,1,12,3,1
22,854963.0,72672.0,587,Self-Employed,1,60,0,0
39,546815.0,301443.0,864,Business,1,36,0,0
31,762869.0,720688.0,318,Self-Employed,1,36,0,1
23,902728.0,326331.0,695,Self-Employed,1,24,0,0
29,506732.0,266879.0,890,Business,2,24,0,0
62,403807.0,329629.0,465,Salaried,0,60,0,0
23,252552.0,260173.0,536,Salaried,2,12,0,1
59,742956.0,548944.0,523,Business,1,60,2,0
24,439839.0,310930.0,837,Business,1,36,1,0
28,767840.0,185248.0,315,Salaried,1,24,0,0
24,983339.0,460111.0,863,Salaried,1,24,0,0
52,672248.0,207625.0,579,Business,1,48,2,0
55,493467.0,764333.0,638,Self-Employed,1,36,0,0
26,834020.0,424932.0,778,Business,0,60,0,0
57,884850.0,296480.0,804,Self-Employed,0,60,0,0
64,617657.0,380945.0,686,Salaried,0,60,1,0
56,412837.0,535274.0,829,Self-Employed,0,36,0,0
64,1008056.0,224970.0,347,Business,0,48,0,0
61,630216.0,473626.0,419,Salaried,1,48,1,0
49,643464.0,280027.0,762,Salaried,1,60,1,0
34,465305.0,253045.0,407,Business,0,36,0,0
51,584342.0,636851.0,610,Salaried,1,48,2,0
36,310853.0,376240.0,420,Salaried,3,60,1,1
33,461965.0,488663.0,344,Salaried,5,36,2,1
54,824754.0,781117.0,555,Business,2,60,0,1
49,310998.0,50000.0,513,Salaried,0,48,1,0
39,913876.0,271078.0,646,Business,0,60,0,0
52,583542.0,483177.0,399,Business,1,36,1,1
50,621438.0,568872.0,848,Self-Employed,1,24,2,1
26,266850.0,502931.0,395,Salaried,2,48,0,0
37,150000.0,459626.0,491,Self-Employed,1,12,0,1
33,422991.0,572715.0,335,Salaried,1,48,1,1
60,617094.0,562254.0,360,Self-Employed,0,48,1,1
26,706454.0,613766.0,744,Self-Employed,0,12,0,1
56,427722.0,72209.0,678,Self-Employed,0,36,0,0
55,783951.0,668804.0,835,Self-Employed,0,60,1,1
59,803064.0,572116.0,372,Salaried,0,24,0,0
26,480224.0,636591.0,370,Self-Employed,3,24,0,1
40,324871.0,508789.0,348,Self-Employed,3,12,2,1
31,425019.0,385977.0,524,Salaried,1,60,1,1
51,698030.0,452130.0,307,Business,0,48,1,0
31,546166.0,247651.0,817,Self-Employed,1,48,0,0
63,800728.0,271390.0,410,Salaried,1,24,0,0
52,946904.0,468080.0,819,Salaried,3,48,0,0
31,1176156.0,283550.0,566,Self-Employed,2,24,0,0
56,414874.0,376487.0,850,Self-Employed,0,24,0,0
45,501041.0,351839.0,460,Salaried,1,48,0,0
46,469132.0,50000.0,538,Salaried,1,60,0,0
39,860500.0,334773.0,650,Salaried,2,36,0,0
29,391169.0,82603.0,316,Salaried,1,36,0,0
37,879036.0,402714.0,802,Salaried,0,60,0,0
51,524894.0,261974.0,608,Business,1,60,2,1
43,865505.0,577718.0,666,Self-Employed,1,48,0,0
43,617353.0,534104.0,455,Salaried,0,36,1,1
48,860238.0,363979.0,641,Salaried,1,12,0,0
39,793223.0,319697.0,459,Salaried,0,60,0,0
43,438376.0,293369.0,847,Salaried,1,48,3,0
22,283832.0,50000.0,839,Self-Employed,2,24,0,0
27,614341.0,244620.0,727,Self-Employed,0,48,1,0
37,733532.0,311028.0,406,Salaried,0,24,1,0
64,992267.0,260509.0,799,Salaried,0,24,1,0
47,885988.0,636423.0,407,Salaried,0,48,3,0
22,377716.0,521182.0,338,Salaried,1,24,3,1
62,711113.0,106757.0,344,Self-Employed,1,60,1,0
55,188987.0,363390.0,356,Salaried,3,12,0,1
36,493601.0,447929.0,651,Salaried,0,48,1,1
53,480589.0,532034.0,497,Self-Employed,1,48,1,0
44,512765.0,212573.0,510,Salaried,0,24,1,1
24,679434.0,179861.0,473,Self-Employed,0,60,0,1
61,585510.0,419010.0,319,Self-Employed,0,36,0,1
32,192417.0,679991.0,726,Business,1,36,0,1
38,599754.0,388186.0,386,Salaried,1,24,0,0
21,542185.0,446785.0,807,Self-Employed,0,24,1,1
48,582853.0,535200.0,890,Business,0,12,0,0
49,622000.0,412471.0,676,Business,2,24,0,0
27,712001.0,565939.0,845,Business,1,12,0,0
56,607399.0,75174.0,607,Salaried,1,36,1,1
59,462484.0,367455.0,519,Business,1,60,1,0
52,1052261.0,241070.0,861,Salaried,0,12,0,0
38,587777.0,223544.0,825,Salaried,2,48,0,0
56,1109181.0,91594.0,861,Self-Employed,0,36,1,0
23,772659.0,352253.0,544,Business,2,24,1,0
31,766851.0,421641.0,577,Self-Employed,3,36,0,1
56,581308.0,603306.0,727,Salaried,1,12,1,1
33,883931.0,361396.0,718,Salaried,2,36,1,0
24,745758.0,171816.0,690,Business,1,36,0,0
49,350361.0,477076.0,701,Salaried,3,48,1,1
31,735939.0,204106.0,318,Salaried,0,24,0,0
51,345115.0,137622.0,692,Salaried,2,60,1,0
33,1061713.0,508125.0,777,Salaried,1,60,2,0
28,782634.0,406994.0,654,Salaried,0,12,1,0
36,429619.0,334607.0,579,Business,0,24,0,0
43,919624.0,366193.0,346,Salaried,1,12,0,0
36,384502.0,523930.0,571,Business,1,60,0,1
37,335803.0,248704.0,752,Salaried,0,60,0,0
25,263210.0,50000.0,438,Business,1,36,1,1
45,692903.0,547024.0,512,Salaried,0,36,1,0
37,897882.0,555716.0,304,Salaried,0,48,0,0
63,1076025.0,359608.0,408,Salaried,0,12,2,0
48,1094463.0,749878.0,681,Salaried,1,60,2,0
51,807659.0,50000.0,352,Salaried,2,48,0,1
61,857133.0,265489.0,545,Salaried,1,12,0,0
33,477418.0,89176.0,777,Self-Employed,4,60,2,0
28,916098.0,330574.0,510,Business,0,24,0,0
36,1136384.0,483918.0,453,Salaried,1,48,0,0
33,832969.0,217177.0,529,Business,1,12,1,1
38,553277.0,522111.0,530,Salaried,1,60,4,1
51,662031.0,318370.0,404,Salaried,1,12,3,1
47,902076.0,405228.0,302,Salaried,1,48,0,0
55,608700.0,502944.0,525,Salaried,1,36,0,1
35,568027.0,701879.0,419,Self-Employed,0,48,0,1
45,380766.0,357335.0,812,Salaried,2,48,0,1
24,817163.0,538649.0,350,Self-Employed,3,48,0,1
38,1032095.0,339059.0,433,Business,1,12,0,0
37,988915.0,50000.0,347,Salaried,0,48,0,0
45,1264650.0,61436.0,884,Salaried,0,36,0,0
34,899622.0,450885.0,418,Business,1,60,0,0
51,150000.0,443710.0,563,Salaried,0,48,2,1
23,975939.0,414735.0,896,Salaried,2,48,0,0
21,150000.0,975491.0,591,Salaried,1,36,0,1
23,583252.0,245097.0,728,Salaried,2,12,0,0
63,767356.0,369043.0,882,Self-Employed,0,24,1,0
21,150000.0,542133.0,379,Salaried,1,12,1,1
64,395738.0,483815.0,813,Salaried,0,48,0,1
31,709453.0,602244.0,674,Business,0,48,0,1
41,742449.0,128562.0,546,Salaried,2,36,0,0
22,784478.0,294944.0,434,Self-Employed,1,48,0,0
63,722037.0,215962.0,331,Salaried,1,48,0,1
50,446828.0,137948.0,336,Salaried,0,36,0,0
43,1140457.0,334210.0,678,Salaried,1,36,0,0
41,919494.0,134191.0,344,Salaried,1,12,1,1
33,894450.0,273890.0,300,Business,2,60,1,1
23,735021.0,655682.0,593,Salaried,0,48,0,1
29,667803.0,655245.0,511,Self-Employed,2,12,3,1
57,644793.0,675888.0,693,Self-Employed,1,48,1,1
59,480482.0,324614.0,326,Business,0,12,1,1
47,276748.0,458894.0,549,Salaried,5,36,0,1
53,374847.0,372880.0,846,Salaried,0,60,1,0
21,480123.0,585580.0,655,Self-Employed,0,24,0,1
25,950325.0,50000.0,392,Business,1,24,0,0
49,777125.0,479154.0,524,Self-Employed,0,36,0,1
28,353084.0,50000.0,513,Salaried,0,12,0,0
48,672022.0,406848.0,479,Business,1,12,0,0
38,598137.0,332672.0,430,Salaried,2,24,1,0
32,739602.0,381862.0,756,Business,1,24,0,0
63,885934.0,50000.0,767,Self-Employed,0,24,0,0
50,757925.0,383638.0,617,Self-Employed,0,60,0,0
50,579734.0,482872.0,676,Salaried,2,12,2,1
38,1123169.0,305282.0,338,Salaried,0,36,0,0
52,898900.0,193815.0,698,Self-Employed,0,24,1,0
33,494172.0,60706.0,691,Salaried,1,48,0,0
31,732567.0,597322.0,388,Salaried,1,60,1,1
22,595076.0,433459.0,704,Salaried,3,36,0,0
60,543439.0,563786.0,385,Salaried,2,48,0,1
23,293979.0,444771.0,691,Salaried,1,36,0,0
36,706109.0,508430.0,381,Self-Employed,1,24,0,0
59,924633.0,204343.0,353,Salaried,0,24,0,0
48,932489.0,295519.0,870,Salaried,5,24,1,0
26,741954.0,530653.0,674,Business,2,48,0,1
33,546410.0,895350.0,749,Salaried,1,48,2,1
55,560417.0,260566.0,744,Self-Employed,2,48,0,0
51,589757.0,349775.0,737,Business,1,12,1,0
49,601802.0,82486.0,322,Salaried,1,24,0,1
40,635217.0,622492.0,853,Salaried,1,24,0,0
22,422764.0,625186.0,401,Salaried,1,36,0,1
45,448477.0,933624.0,820,Salaried,0,48,2,1
51,467062.0,691691.0,655,Business,1,48,0,0
45,375469.0,534990.0,860,Salaried,0,24,0,0
47,340437.0,628005.0,560,Self-Employed,1,24,1,1
64,536385.0,50000.0,478,Self-Employed,0,36,0,0
38,229035.0,320604.0,674,Self-Employed,0,24,0,1
39,360418.0,741383.0,573,Self-Employed,2,60,1,1
21,444998.0,444755.0,893,Salaried,0,12,0,0
27,966789.0,475400.0,375,Self-Employed,1,48,0,1
25,791960.0,228568.0,640,Self-Employed,1,48,1,0
45,240048.0,775694.0,543,Salaried,3,36,0,0
24,216208.0,420151.0,897,Salaried,0,48,1,0
52,526460.0,411164.0,327,Salaried,1,24,2,0
62,634418.0,213393.0,541,Salaried,1,60,2,0
36,821273.0,783113.0,753,Salaried,2,48,1,1
27,840895.0,472623.0,536,Self-Employed,3,12,0,0
27,810335.0,407591.0,335,Salaried,3,48,3,1
25,316640.0,769533.0,837,Salaried,0,12,2,1
27,889649.0,403793.0,397,Self-Employed,1,36,0,1
26,734695.0,363358.0,827,Salaried,1,60,1,0
51,693032.0,409479.0,739,Self-Employed,0,60,1,0
49,610718.0,607553.0,574,Self-Employed,1,36,1,0
40,1171794.0,458463.0,688,Salaried,0,48,1,0
60,428253.0,648836.0,317,Business,1,24,1,1
25,270284.0,695118.0,313,Business,1,24,1,1
40,537482.0,193136.0,461,Self-Employed,1,60,1,1
25,675357.0,199505.0,842,Salaried,2,12,1,0
42,331837.0,460165.0,433,Self-Employed,1,36,0,1
50,467443.0,73372.0,522,Self-Employed,0,60,2,0
26,359921.0,504124.0,527,Salaried,3,48,0,0
50,1377453.0,301660.0,551,Business,2,24,1,0
54,758444.0,430973.0,306,Business,2,36,1,0
59,748191.0,96261.0,711,Salaried,2,36,0,0
23,150000.0,208409.0,355,Self-Employed,3,48,0,1
47,186443.0,319818.0,363,Business,1,48,0,0
25,879679.0,430265.0,445,Self-Employed,0,12,1,0
56,713744.0,470375.0,427,Salaried,1,60,1,1
59,523372.0,417218.0,446,Business,2,60,1,1
35,187519.0,602696.0,310,Salaried,0,24,0,1
25,677525.0,50000.0,713,Salaried,2,24,0,0
30,624770.0,435365.0,555,Business,3,36,2,1
52,707939.0,263510.0,898,Self-Employed,1,12,0,0
63,791949.0,266771.0,743,Salaried,0,36,0,0
33,370046.0,395291.0,613,Business,3,24,0,0
42,871321.0,387880.0,389,Salaried,4,24,1,0
38,184094.0,309906.0,657,Business,2,48,0,1
55,801077.0,498038.0,389,Salaried,0,24,0,0
38,565136.0,356199.0,886,Business,1,48,1,0
53,456142.0,347300.0,666,Salaried,2,36,1,0
41,367876.0,480090.0,573,Business,1,60,1,1
56,826775.0,188503.0,739,Business,4,24,1,0
40,640582.0,419126.0,685,Salaried,2,36,0,0
48,965714.0,760182.0,314,Salaried,2,48,1,1
44,440168.0,397469.0,509,Salaried,2,48,0,1
42,871104.0,215949.0,612,Self-Employed,0,24,1,0
64,934837.0,256038.0,572,Salaried,0,48,0,0
37,475461.0,520181.0,422,Business,1,24,0,1
37,637182.0,688340.0,507,Self-Employed,1,48,1,0
64,486481.0,117024.0,315,Salaried,1,48,0,0
53,624549.0,710586.0,609,Salaried,1,48,1,1
32,451939.0,279556.0,568,Business,1,12,0,0
60,538058.0,269072.0,874,Business,0,48,1,0
42,597607.0,130639.0,407,Business,0,12,0,0
42,815628.0,631428.0,700,Business,2,12,1,0
37,857800.0,133406.0,311,Business,0,36,1,1
57,931025.0,585912.0,726,Business,0,36,0,0
59,547481.0,234897.0,509,Salaried,3,36,0,1
36,380817.0,412509.0,660,Salaried,2,60,0,1
57,605362.0,145815.0,424,Salaried,0,60,1,1
35,428133.0,480807.0,661,Salaried,0,60,1,1
61,629200.0,65948.0,774,Self-Employed,2,12,1,0
42,769047.0,615249.0,542,Salaried,0,36,2,1
49,548583.0,480503.0,747,Salaried,0,48,0,0
36,715748.0,588705.0,720,Salaried,0,12,0,1
21,527026.0,537848.0,878,Salaried,0,12,0,0
55,767268.0,492492.0,592,Business,0,60,1,0
60,873642.0,186009.0,860,Salaried,0,48,0,0
30,667829.0,530138.0,681,Self-Employed,1,48,0,0
56,662004.0,538552.0,309,Salaried,2,12,0,1
24,618800.0,621527.0,602,Salaried,0,60,2,0
32,150000.0,587319.0,742,Salaried,0,24,1,0
25,382567.0,170559.0,597,Salaried,1,24,0,0
55,837282.0,481732.0,727,Business,0,60,0,0
53,431631.0,572177.0,779,Salaried,0,12,1,1
24,682748.0,575160.0,503,Business,1,36,0,1
56,577019.0,246058.0,553,Salaried,0,48,2,0
53,325297.0,196104.0,677,Self-Employed,0,12,1,0
39,771019.0,242045.0,580,Salaried,2,24,2,0
55,864224.0,370348.0,301,Salaried,0,60,1,0
60,431372.0,584251.0,470,Salaried,0,12,0,1
21,627940.0,345497.0,415,Salaried,0,48,0,0
27,746525.0,457174.0,481,Business,4,48,0,0
60,579502.0,588327.0,549,Business,2,24,2,1
53,586815.0,558236.0,648,Salaried,1,36,0,1
39,743382.0,365099.0,325,Self-Employed,1,12,0,0
32,690423.0,164724.0,526,Salaried,2,48,0,1
34,610681.0,632561.0,808,Salaried,0,12,0,0
26,587589.0,272234.0,872,Self-Employed,2,60,0,1
34,675570.0,527459.0,625,Salaried,0,60,1,0
51,831112.0,241513.0,720,Salaried,3,48,2,0
53,1037511.0,387666.0,585,Self-Employed,3,24,0,0
34,550244.0,721314.0,535,Business,1,12,0,1
37,448870.0,615841.0,783,Business,1,24,0,0
38,820753.0,554369.0,324,Salaried,0,12,0,0
45,633521.0,389781.0,463,Self-Employed,1,36,0,0
42,799602.0,71929.0,688,Salaried,1,60,0,0
24,1155488.0,293279.0,684,Self-Employed,0,36,0,0
21,701636.0,294817.0,845,Business,0,60,1,0
55,500014.0,255379.0,638,Salaried,0,48,0,0
62,894690.0,774457.0,583,Salaried,1,12,0,1
56,574165.0,438401.0,772,Salaried,3,60,2,1
27,496351.0,241361.0,449,Salaried,0,24,1,0
52,302561.0,164106.0,625,Salaried,3,24,1,0
23,854654.0,349270.0,543,Self-Employed,2,48,0,0
45,379941.0,592749.0,828,Salaried,2,36,1,0
38,761406.0,289291.0,769,Business,2,36,1,0
47,540180.0,521828.0,369,Business,1,36,0,1
26,586557.0,371345.0,656,Salaried,1,60,0,0
27,1180026.0,362327.0,700,Salaried,0,48,0,0
22,816151.0,544867.0,802,Salaried,0,12,0,1
50,647481.0,460496.0,429,Self-Employed,1,12,0,0
30,348261.0,50000.0,550,Business,0,48,2,0
50,150000.0,468983.0,474,Self-Employed,1,36,0,1
40,786630.0,398297.0,408,Self-Employed,1,36,0,0
57,359487.0,358999.0,560,Business,2,60,0,0
40,553402.0,545223.0,481,Business,2,60,0,1
36,486364.0,662813.0,780,Salaried,1,12,0,1
56,505150.0,338181.0,735,Salaried,0,12,2,0
58,807065.0,372309.0,889,Self-Employed,3,24,0,1
28,651810.0,403772.0,582,Salaried,0,36,0,0
37,847882.0,491864.0,815,Self-Employed,0,48,0,0
42,884967.0,247341.0,543,Business,1,48,0,0
49,402124.0,449802.0,387,Business,3,48,0,1
54,428619.0,395355.0,792,Salaried,2,48,1,1
47,893630.0,329926.0,751,Business,2,48,0,0
60,819629.0,394341.0,477,Salaried,0,48,1,0
34,618149.0,527170.0,404,Salaried,1,48,0,1
60,554267.0,209311.0,559,Salaried,1,60,2,0
28,815636.0,670818.0,373,Salaried,0,36,1,1
51,754665.0,680095.0,461,Self-Employed,1,60,1,1
59,472535.0,86915.0,432,Salaried,2,48,1,0
36,728638.0,292643.0,390,Salaried,1,24,0,1
54,1025906.0,220655.0,745,Salaried,1,36,1,0
56,586993.0,50000.0,674,Salaried,1,24,1,0
58,220787.0,601013.0,376,Salaried,2,36,0,1
50,150000.0,219080.0,808,Salaried,0,48,1,1
21,150000.0,523964.0,440,Business,0,24,2,1
23,693643.0,757810.0,527,Salaried,0,36,1,1
24,321338.0,723685.0,731,Business,0,12,0,1
61,717176.0,502521.0,514,Business,1,12,0,0
60,833020.0,178034.0,434,Salaried,1,60,0,0
45,664838.0,242551.0,351,Self-Employed,1,12,0,0
52,943337.0,519134.0,353,Salaried,0,12,0,1
62,689019.0,545309.0,849,Self-Employed,1,60,2,0
38,328105.0,567018.0,594,Salaried,0,48,0,1
42,1007741.0,548622.0,399,Salaried,0,48,0,1
63,846761.0,410060.0,545,Salaried,0,12,0,0
40,333302.0,743225.0,572,Self-Employed,1,48,1,1
27,1009861.0,184920.0,627,Salaried,2,36,0,0
50,1296291.0,515166.0,529,Business,1,24,0,0
35,559901.0,50000.0,638,Self-Employed,2,60,0,0
34,829443.0,125557.0,352,Salaried,0,24,0,0
31,716594.0,638610.0,533,Self-Employed,1,36,3,1
48,927078.0,667935.0,572,Self-Employed,1,12,1,0
36,986425.0,281843.0,669,Self-Employed,0,12,1,0
49,415407.0,428812.0,487,Salaried,2,60,1,1
49,348931.0,344477.0,792,Self-Employed,0,60,0,1
48,1006901.0,276633.0,453,Salaried,2,24,0,0
35,751463.0,50000.0,578,Salaried,0,60,0,0
23,354498.0,554555.0,469,Salaried,0,12,0,0
63,727157.0,381679.0,735,Business,1,48,0,0
44,150000.0,601895.0,497,Salaried,1,12,0,0
47,481004.0,276414.0,415,Salaried,2,60,0,0
54,793930.0,287325.0,612,Salaried,0,24,0,0
37,371694.0,88684.0,678,Salaried,0,36,0,0
57,513306.0,663961.0,440,Salaried,2,36,0,0
21,673483.0,541164.0,395,Salaried,2,48,3,1
21,549827.0,359354.0,490,Business,0,36,1,1
49,986078.0,257728.0,777,Business,1,36,1,0
63,779409.0,496148.0,354,Salaried,3,24,0,1
64,227648.0,156236.0,684,Self-Employed,0,24,0,0
42,582658.0,503441.0,581,Salaried,0,36,0,1
34,538004.0,427995.0,685,Salaried,2,60,1,0
23,781441.0,440502.0,752,Business,0,60,0,0
44,561609.0,604783.0,593,Salaried,0,12,2,1
